activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2022,549300TKFZR4QBNE5D40,22180,NC,37085,37085071401,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Hispanic or Latino,White,Female,4,0,2,2,31,1,2,2,2,235000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,372,NA,NA,2,1,2,2,NA,2,1,1,1,1,NA,59,NA,9,9,1,14,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,4422,44.91,66400,115,1354,2045,27
2022,549300TKFZR4QBNE5D40,99999,NC,37045,37045951601,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Female,1,71,2,2,1,1,2,2,2,135000.0,54.365,5.25,1.073,2,9234.33,NA,4329.45,2439.45,,360,NA,NA,2,2,2,2,255000,2,1,1,1,1,NA,51,50%-60%,1,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,2,2,2,25-34,>74,No,Yes,1,1,1,,,,,10,,,,4344,36.12,66900,92,884,1921,35
2022,549300TKFZR4QBNE5D40,20500,NC,37145,37145920100,C,VA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Joint,1,71,2,3,1,1,2,2,2,205000.0,100.0,5.0,0.772,2,8493.23,NA,4190.0,4190.0,,240,NA,NA,2,2,2,2,205000,2,1,1,1,1,NA,41,46,3,1,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,55-64,No,No,1,1,1,,,,,10,,,,6861,36.29,92900,85,2179,3108,32
2022,549300TKFZR4QBNE5D40,11700,NC,37021,37021002701,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Joint,1,71,2,2,1,1,2,2,2,155000.0,96.5,5.75,2.118,2,10791.36,NA,4410.99,2520.99,,360,NA,NA,2,2,2,2,155000,2,1,1,1,1,NA,69,43,3,2,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,1,,,,,10,,,,4354,20.6,80300,113,1001,1386,35
2022,549300TKFZR4QBNE5D40,22180,NC,37051,37051002802,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Male,1,71,2,1,1,1,2,2,2,135000.0,94.293,4.0,0.898,2,4136.95,NA,1890.0,,,360,NA,NA,2,2,2,2,135000,2,1,1,1,1,NA,46,39,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1,1,1,,,,,10,,,,2563,22.59,66400,95,757,1171,27
2022,549300TKFZR4QBNE5D40,15500,NC,37001,37001021201,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,Joint,Joint,4,0,2,2,32,1,2,2,2,285000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,2,1,1,1,1,NA,80,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,1,5,,,,2,2,1,2,2,2,35-44,45-54,No,No,1,1,6,,,,,10,,,,6305,59,78200,83,1692,2465,41
2022,549300TKFZR4QBNE5D40,49180,NC,37057,37057061202,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Joint,4,0,2,2,31,1,2,2,2,235000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,366,NA,6,2,1,2,2,NA,2,1,1,1,1,NA,79,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,<25,No,No,1,1,6,,,,,10,,,,3181,16.44,74800,82,777,1254,40
2022,549300TKFZR4QBNE5D40,99999,NC,37155,37155961200,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,Black or African American,Male,1,71,2,2,1,1,2,2,2,175000.0,96.5,4.625,1.923,2,8571.53,NA,2994.62,1104.62,,360,NA,NA,2,2,2,2,185000,2,1,1,1,1,NA,37,50%-60%,3,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,1,,,,,10,,,,2767,58.98,66900,82,623,1414,51
2022,549300TKFZR4QBNE5D40,99999,NC,37125,37125950505,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Male,1,71,2,2,31,1,2,2,2,235000.0,88.712,5.0,1.177,2,18646.41,NA,11476.04,6188.54,,372,NA,12,2,1,2,2,265000,2,1,1,1,1,NA,78,38,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,1,,,,,10,,,,890,25.06,66900,207,312,481,25
2022,549300TKFZR4QBNE5D40,99999,NC,37125,37125951101,C,VA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Female,1,71,2,3,1,1,2,2,2,245000.0,100.0,4.875,0.377,2,8239.38,NA,4949.85,,,366,NA,6,2,1,2,2,245000,2,1,1,1,1,NA,81,50%-60%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1,1,1,,,,,10,,,,3696,39.83,66900,156,1179,1529,25
2022,549300TKFZR4QBNE5D40,11700,NC,37021,37021002401,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Female,3,0,2,2,31,1,2,2,2,265000.0,89.718,NA,NA,3,NA,NA,NA,NA,NA,372,NA,NA,2,1,2,2,285000,2,1,1,1,1,NA,90,41,2,1,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,2,2,2,55-64,55-64,Yes,No,1,1,1,,,,,9,,,,3554,14.88,80300,101,886,1587,36
2022,549300TKFZR4QBNE5D40,22180,NC,37051,37051002900,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,Black or African American,Female,4,0,2,2,1,1,2,2,2,255000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,372,NA,NA,2,1,2,2,NA,2,1,1,1,1,NA,65,NA,9,9,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1,1,6,,,,,10,,,,4197,34.05,66400,108,1365,2147,28
2022,549300TKFZR4QBNE5D40,39580,NC,37069,37069060601,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Male,4,0,2,1,32,1,2,2,2,225000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,372,NA,NA,2,1,2,2,NA,2,1,1,1,1,NA,64,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,6,,,,,10,,,,2946,24.24,110100,95,858,1161,27
2022,549300TKFZR4QBNE5D40,99999,NC,37125,37125950403,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,71,2,2,1,1,2,2,2,295000.0,95.211,5.25,1.529,2,17953.24,NA,9597.91,1869.23,,372,NA,NA,2,1,2,2,305000,1,1,3,5,1,NA,54,46,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,1,,,,,10,,,,2345,31.98,66900,121,648,1024,37
2022,549300TKFZR4QBNE5D40,99999,NC,37099,37099950400,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Joint,1,71,2,1,31,1,2,2,2,215000.0,72.575,6.0,0.879,2,12307.36,NA,9485.0,4340.0,,372,NA,NA,2,1,2,2,295000,2,1,1,1,1,NA,97,20%-<30%,1,1,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,25-34,25-34,No,No,1,1,1,,,,,10,,,,4335,17.67,66900,123,1164,2196,42
2022,549300TKFZR4QBNE5D40,20500,NC,37145,37145920300,C,VA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Joint,1,71,2,3,1,1,2,2,2,295000.0,94.945,6.0,1.404,2,15279.05,NA,12904.34,5886.56,,372,NA,NA,2,1,2,2,315000,2,1,1,1,1,NA,85,30%-<36%,2,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,1,,,,,10,,,,6168,52.84,92900,72,1460,2880,55
2022,549300TKFZR4QBNE5D40,39580,NC,37183,37183052810,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,4,0,2,1,1,1,2,2,2,255000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,170,NA,9,9,2,,,,,5,,,,,2,4,2,5,21,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,8391,85.41,110100,71,1867,2645,16
2022,549300TKFZR4QBNE5D40,25860,NC,37023,37023021302,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Male,4,0,2,2,32,1,2,2,2,65000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,2,1,1,1,1,NA,13,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,Yes,NA,1,1,6,,,,,10,,,,3389,10.59,69600,106,1062,1609,38
2022,549300TKFZR4QBNE5D40,22180,NC,37093,37093970401,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Joint,4,0,2,2,1,1,2,2,2,95000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,2,1,1,1,1,NA,40,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,1,1,6,,,,,10,,,,3507,65.24,66400,66,983,1640,34
2022,549300TKFZR4QBNE5D40,99999,NC,37155,37155960102,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,Black or African American,Joint,4,0,2,2,31,1,2,2,2,185000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,372,NA,NA,2,1,2,2,NA,2,1,1,1,1,NA,54,NA,9,9,2,,,,,2,,,,,2,2,3,,,,,3,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,1,1,6,,,,,10,,,,4594,59.01,66900,101,1108,1936,45
2022,549300TKFZR4QBNE5D40,40580,NC,37127,37127010900,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Ethnicity Not Available,Black or African American,Female,1,71,2,1,31,1,2,2,2,245000.0,80.0,4.625,1.083,2,13099.52,NA,10125.0,4575.0,,372,NA,NA,2,1,2,2,305000,2,1,1,1,1,NA,102,44,2,10,3,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,No,NA,1,1,1,,,,,10,,,,5320,52.18,61500,77,1458,2436,30
2022,549300TKFZR4QBNE5D40,11700,NC,37087,37087920800,C,VA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Joint,3,0,2,3,31,1,2,2,2,305000.0,100.0,NA,NA,3,NA,NA,NA,NA,NA,372,NA,NA,2,1,2,2,295000,2,1,1,1,1,NA,95,38,2,2,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,55-64,No,No,1,1,1,,,,,3,,,,3211,7.94,80300,84,1231,2139,34
2022,549300TKFZR4QBNE5D40,16740,NC,37071,37071030503,C,VA:First Lien,Single Family (1-4 Units):Manufactured,Hispanic or Latino,Race Not Available,Male,1,71,2,3,31,1,2,2,2,205000.0,100.0,5.25,0.395,2,17040.07,NA,9061.76,4119.76,,372,NA,NA,2,1,2,2,205000,2,1,1,1,1,NA,41,42,2,10,1,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,<25,9999,No,NA,1,1,1,,,,,10,,,,2192,16.74,91700,42,744,1173,33
2022,549300TKFZR4QBNE5D40,99999,NC,37039,37039930401,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Ethnicity Not Available,Race Not Available,Male,1,71,2,2,31,1,2,2,2,205000.0,84.833,4.75,1.141,2,15687.73,NA,9173.56,4313.56,,372,NA,NA,2,1,2,2,235000,2,1,1,1,1,NA,45,37,3,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,1,,,,,10,,,,3934,11.31,66900,96,1209,2120,26
2022,549300TKFZR4QBNE5D40,24140,NC,37191,37191000103,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Female,4,0,2,2,31,1,2,2,2,115000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,2,1,1,1,1,NA,22,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,No,NA,1,1,6,,,,,10,,,,2353,26.31,59100,77,707,1115,34
2022,549300TKFZR4QBNE5D40,99999,NC,37033,37033930600,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Joint,4,0,2,2,1,1,2,2,2,285000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,372,NA,NA,2,1,2,2,NA,2,1,1,1,1,NA,58,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,<25,<25,No,No,1,1,6,,,,,10,,,,4897,30.41,66900,125,1434,2221,36
2022,549300TKFZR4QBNE5D40,99999,NC,37105,37105030504,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Ethnicity Not Available,Race Not Available,Joint,4,0,2,2,31,1,2,2,2,155000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,372,NA,NA,2,1,2,2,NA,2,1,1,1,1,NA,55,NA,9,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,2,1,2,2,35-44,35-44,No,No,1,1,6,,,,,10,,,,6547,25.95,66900,78,1290,1731,30
2022,549300TKFZR4QBNE5D40,99999,NC,37045,37045951601,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,Black or African American,Male,1,71,2,2,1,1,2,2,2,215000.0,96.5,6.0,1.601,2,14122.99,NA,6065.87,1057.61,,372,NA,NA,2,1,2,2,215000,2,1,1,1,1,NA,62,50%-60%,1,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,1,,,,,10,,,,4344,36.12,66900,92,884,1921,35
2022,549300TKFZR4QBNE5D40,11700,NC,37087,37087920202,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Male,1,71,2,2,1,1,2,2,2,145000.0,96.5,4.625,2.409,2,8071.7,NA,2317.12,427.12,,360,NA,NA,2,2,2,2,145000,2,1,1,1,1,NA,42,47,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,1,,,,,10,,,,5239,8.88,80300,92,1780,2514,48
2022,549300TKFZR4QBNE5D40,99999,NC,37155,37155960203,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,Black or African American,Male,4,0,2,2,1,1,2,2,2,165000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,372,NA,NA,2,1,2,2,NA,2,1,1,1,1,NA,34,NA,9,9,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,<25,9999,No,NA,1,1,6,,,,,10,,,,3204,56.93,66900,104,882,1329,29
2022,549300TKFZR4QBNE5D40,20500,NC,37077,37077970101,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,Black or African American,Female,4,0,2,2,31,1,2,2,2,245000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,372,NA,NA,2,1,2,2,NA,2,1,1,1,1,NA,65,NA,9,9,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1,1,6,,,,,10,,,,4918,38.65,92900,74,1305,2342,40
2022,549300TKFZR4QBNE5D40,99999,NC,37161,37161961002,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Joint,4,0,2,2,1,1,2,2,2,185000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,372,NA,NA,2,1,2,2,NA,2,1,1,1,1,NA,48,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,6,,,,,10,,,,3088,7.8,66900,109,912,1354,29
2022,549300TKFZR4QBNE5D40,99999,NC,37161,37161961002,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,Asian,Male,1,71,2,2,1,1,2,2,2,265000.0,95.746,4.25,1.462,2,20291.2,NA,11569.3,5855.96,,372,NA,NA,2,1,2,2,265000,2,1,1,1,1,NA,48,50%-60%,2,10,2,,,,,5,,,,,2,4,2,24,25,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,1,,,,,10,,,,3088,7.8,66900,109,912,1354,29
2022,549300TKFZR4QBNE5D40,39580,NC,37069,37069060401,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Male,1,71,2,1,31,1,2,2,2,195000.0,77.412,5.75,0.644,2,12183.34,NA,9292.5,4441.5,,372,NA,NA,2,1,2,2,255000,2,1,1,1,1,NA,86,20%-<30%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1,1,1,,,,,10,,,,2678,35.85,110100,56,894,1208,27
2022,549300TKFZR4QBNE5D40,99999,NC,37155,37155960102,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Male,4,0,2,2,1,1,2,2,2,165000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,372,NA,NA,2,1,2,2,NA,2,1,1,1,1,NA,40,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,6,,,,,10,,,,4594,59.01,66900,101,1108,1936,45
2022,549300TKFZR4QBNE5D40,22180,NC,37085,37085071402,C,VA:First Lien,Single Family (1-4 Units):Manufactured,Hispanic or Latino,American Indian or Alaska Native,Male,4,0,2,3,1,1,2,2,2,235000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,372,NA,NA,2,1,2,2,NA,2,1,1,1,1,NA,125,NA,9,9,1,11,,,,5,,,,,2,4,1,5,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,6,,,,,10,,,,11784,49.86,66400,95,982,3389,18
2022,549300TKFZR4QBNE5D40,49180,NC,37067,37067002807,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,4,0,2,2,1,1,2,2,2,355000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,80,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,1,2,2,<25,45-54,No,No,1,1,6,,,,,10,,,,4889,37.51,74800,93,2002,2465,47
2022,549300TKFZR4QBNE5D40,39580,NC,37183,37183053113,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,1,71,2,1,32,1,2,2,2,265000.0,79.279,3.5,0.442,2,5131.82,NA,2880.0,990.0,,360,NA,NA,2,2,2,2,335000,1,1,3,5,1,NA,73,44,2,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1,1,1,,,,,10,,,,5592,36.3,110100,85,923,1471,22
2022,549300TKFZR4QBNE5D40,99999,NC,37175,37175960401,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Joint,1,71,2,2,1,1,2,2,2,225000.0,96.018,5.75,2.154,2,16303.16,NA,9978.99,4725.34,,372,NA,NA,2,1,2,2,235000,2,1,1,1,1,NA,82,50%-60%,2,2,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,45-54,45-54,No,No,1,1,1,,,,,10,,,,4355,8.27,66900,154,2019,2579,30
2022,549300TKFZR4QBNE5D40,11700,NC,37087,37087920400,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Male,1,71,2,2,31,1,2,2,2,285000.0,96.5,4.25,1.552,2,17021.4,NA,7887.42,1794.24,,372,NA,NA,2,1,2,2,295000,2,1,1,1,1,NA,93,40,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1,1,1,,,,,10,,,,1964,11.56,80300,84,556,917,50
2022,549300TKFZR4QBNE5D40,11700,NC,37021,37021002306,C,VA:First Lien,Single Family (1-4 Units):Manufactured,Ethnicity Not Available,White,Joint,1,71,2,3,1,1,2,2,2,255000.0,100.0,3.625,0.738,2,9560.98,NA,1029.38,639.38,,360,NA,NA,2,2,2,2,255000,2,1,1,1,1,NA,63,41,1,3,3,,,,,3,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,>74,>74,Yes,Yes,1,1,1,,,,,10,,,,3890,20.21,80300,88,995,1497,23
2022,549300TKFZR4QBNE5D40,16740,NC,37159,37159050903,C,VA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Joint,1,71,2,3,31,1,2,2,2,195000.0,100.0,4.875,0.573,2,9903.11,NA,3815.0,,,366,NA,6,2,1,2,2,195000,2,1,1,1,1,NA,82,45,2,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,35-44,No,No,1,1,1,,,,,10,,,,6349,15.73,91700,84,2226,2594,36
2022,549300TKFZR4QBNE5D40,99999,NC,37017,37017950502,C,VA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,Black or African American,Male,1,71,2,3,31,1,2,2,2,205000.0,100.0,5.125,0.399,2,10307.0,NA,8640.0,3750.0,,372,NA,NA,2,1,2,2,205000,2,1,1,1,1,NA,88,30%-<36%,3,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,1,,,,,10,,,,3371,32.1,66900,118,1089,2215,41
2022,549300TKFZR4QBNE5D40,22180,NC,37085,37085071402,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,71,2,1,31,1,2,2,2,465000.0,81.979,6.0,1.308,2,18147.62,NA,15105.0,6380.0,,372,NA,NA,2,1,2,2,565000,1,1,3,5,1,NA,167,30%-<36%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1,1,1,,,,,10,,,,11784,49.86,66400,95,982,3389,18
2022,549300TKFZR4QBNE5D40,20500,NC,37145,37145920601,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Male,4,0,2,2,1,1,2,2,2,205000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,372,NA,NA,2,1,2,2,NA,2,1,1,1,1,NA,28,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,6,,,,,10,,,,5145,34.95,92900,68,1723,2347,37
2022,549300TKFZR4QBNE5D40,20500,NC,37145,37145920300,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Hispanic or Latino,Race Not Available,Male,1,71,2,1,1,1,2,2,2,155000.0,89.109,4.25,1.291,2,8658.59,NA,6248.29,1850.48,,372,NA,NA,2,1,2,2,175000,2,1,1,1,1,NA,44,30%-<36%,3,10,1,11,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,1,,,,,10,,,,6168,52.84,92900,72,1460,2880,55
2022,549300TKFZR4QBNE5D40,39580,NC,37183,37183053608,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,4,0,2,1,1,1,2,2,2,335000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,3,3,5,1,NA,170,NA,9,9,2,,,,,5,,,,,2,4,2,5,21,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,7746,74.35,110100,145,1981,2500,9
2022,549300TKFZR4QBNE5D40,99999,NC,37155,37155960101,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,Black or African American,Female,4,0,2,2,1,1,2,2,2,165000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,372,NA,NA,2,1,2,2,NA,2,1,1,1,1,NA,47,NA,9,9,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,1,1,6,,,,,10,,,,3859,68.33,66900,73,936,1485,29
2022,549300TKFZR4QBNE5D40,11700,NC,37021,37021002505,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,Black or African American,Joint,4,0,2,2,1,1,2,2,2,335000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,2,1,1,1,1,NA,68,NA,9,9,2,,,,,2,,,,,2,2,3,,,,,3,,,,,2,2,1,2,2,2,45-54,35-44,No,No,1,1,6,,,,,10,,,,5164,15.63,80300,124,1552,2124,36
2022,549300TKFZR4QBNE5D40,39580,NC,37183,37183052707,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,4,0,2,2,31,1,2,2,2,175000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,71,NA,9,9,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1,1,6,,,,,10,,,,6958,67.72,110100,74,1531,2225,35
